idx,sl,tr,tp,os,adx,rsi_max,st2_mult,trades,pnl,dd,sharpe,wr,pf
204,4.0,8,10,30,30,55,3.0,117,6.53,6.62,1.06,0.3846,1.29
205,4.0,8,10,50,20,40,3.0,100,11.29,12.22,1.15,0.4,1.34
206,4.0,8,10,50,20,55,3.0,120,5.74,10.32,0.7,0.3833,1.17
207,4.0,8,10,50,30,40,3.0,102,10.36,13.19,1.08,0.402,1.31
208,4.0,8,10,50,30,55,3.0,117,10.74,10.81,1.06,0.3846,1.28
209,4.0,8,15,30,20,40,3.0,89,4.81,7.81,0.85,0.4045,1.28
210,4.0,8,15,30,20,55,3.0,107,0.5,8.18,0.32,0.3925,1.08
211,4.0,8,15,30,30,40,3.0,91,4.48,8.42,0.81,0.4066,1.26
212,4.0,8,15,30,30,55,3.0,105,2.0,8.11,0.51,0.381,1.14
213,4.0,8,15,50,20,40,3.0,89,7.82,12.7,0.85,0.4045,1.28
214,4.0,8,15,50,20,55,3.0,107,0.53,13.26,0.32,0.3925,1.07
215,4.0,8,15,50,30,40,3.0,91,7.26,13.66,0.81,0.4066,1.26
216,4.0,8,15,50,30,55,3.0,105,3.04,13.14,0.51,0.381,1.13
