idx,sl,tr,tp,os,adx,rsi_max,st2_mult,trades,pnl,dd,sharpe,wr,pf
85,3.0,4,10,50,20,40,3.0,148,-26.56,26.97,-2.05,0.3446,0.63
86,3.0,4,10,50,20,55,3.0,193,-27.27,32.2,-1.62,0.4197,0.71
87,3.0,4,10,50,30,40,3.0,145,-26.46,26.86,-2.07,0.3448,0.62
88,3.0,4,10,50,30,55,3.0,176,-32.9,34.47,-2.38,0.3693,0.61
89,3.0,4,15,30,20,40,3.0,143,-17.83,18.1,-2.41,0.3497,0.6
90,3.0,4,15,30,20,55,3.0,188,-15.55,18.81,-1.54,0.4255,0.74
91,3.0,4,15,30,30,40,3.0,140,-17.76,18.03,-2.44,0.35,0.59
92,3.0,4,15,30,30,55,3.0,169,-18.02,19.19,-2.05,0.3787,0.65
93,3.0,4,15,50,20,40,3.0,143,-28.12,28.52,-2.41,0.3497,0.59
94,3.0,4,15,50,20,55,3.0,188,-24.87,29.6,-1.54,0.4255,0.73
95,3.0,4,15,50,30,40,3.0,140,-28.02,28.42,-2.44,0.35,0.58
96,3.0,4,15,50,30,55,3.0,0,0,0,0,0,0
97,3.0,6,5,30,20,40,3.0,0,0,0,0,0,0
98,3.0,6,5,30,20,55,3.0,0,0,0,0,0,0
99,3.0,6,5,30,30,40,3.0,0,0,0,0,0,0
100,3.0,6,5,30,30,55,3.0,170,-21.4,23.34,-2.49,0.3118,0.64
101,3.0,6,5,50,20,40,3.0,147,-21.64,22.14,-1.53,0.3333,0.74
102,3.0,6,5,50,20,55,3.0,0,0,0,0,0,0
103,3.0,6,5,50,30,40,3.0,143,-20.91,21.43,-1.49,0.3287,0.75
104,3.0,6,5,50,30,55,3.0,170,-33.34,36.04,-2.49,0.3118,0.63
105,3.0,6,10,30,20,40,3.0,124,-13.57,13.85,-1.45,0.3065,0.7
106,3.0,6,10,30,20,55,3.0,162,-18.1,25.04,-1.66,0.3025,0.71
107,3.0,6,10,30,30,40,3.0,120,-13.58,13.87,-1.48,0.2917,0.69
108,3.0,6,10,30,30,55,3.0,149,-13.62,18.61,-1.19,0.2953,0.77
109,3.0,6,10,50,20,40,3.0,124,-21.89,22.32,-1.45,0.3065,0.69
110,3.0,6,10,50,20,55,3.0,162,-28.72,38.39,-1.66,0.3025,0.7
111,3.0,6,10,50,30,40,3.0,120,-21.9,22.33,-1.48,0.2917,0.68
112,3.0,6,10,50,30,55,3.0,149,-22.09,29.32,-1.19,0.2953,0.76
113,3.0,6,15,30,20,40,3.0,117,-15.85,16.13,-1.88,0.2991,0.62
114,3.0,6,15,30,20,55,3.0,156,-17.34,21.38,-1.68,0.2949,0.7
115,3.0,6,15,30,30,40,3.0,113,-15.29,15.57,-1.83,0.292,0.62
116,3.0,6,15,30,30,55,3.0,141,-12.6,15.63,-1.18,0.2979,0.76
117,3.0,6,15,50,20,40,3.0,117,-25.27,25.68,-1.88,0.2991,0.61
118,3.0,6,15,50,20,55,3.0,156,-27.57,33.3,-1.68,0.2949,0.69
119,3.0,6,15,50,30,40,3.0,113,-24.44,24.85,-1.83,0.292,0.61
120,3.0,6,15,50,30,55,3.0,141,-20.48,24.97,-1.18,0.2979,0.75
121,3.0,8,5,30,20,40,3.0,143,-8.28,11.33,-0.74,0.3497,0.86
122,3.0,8,5,30,20,55,3.0,191,-17.85,22.24,-1.73,0.3455,0.75
123,3.0,8,5,30,30,40,3.0,139,-8.35,12.36,-0.77,0.3453,0.86
124,3.0,8,5,30,30,55,3.0,168,-18.21,20.23,-1.98,0.3274,0.7
125,3.0,8,5,50,20,40,3.0,143,-13.74,18.32,-0.74,0.3497,0.86
126,3.0,8,5,50,20,55,3.0,191,-28.3,34.52,-1.73,0.3455,0.74
127,3.0,8,5,50,30,40,3.0,139,-13.85,19.91,-0.77,0.3453,0.86
128,3.0,8,5,50,30,55,3.0,168,-28.77,31.66,-1.98,0.3274,0.7
129,3.0,8,10,30,20,40,3.0,113,-10.84,13.64,-1.08,0.2743,0.76
130,3.0,8,10,30,20,55,3.0,141,-9.9,16.86,-0.72,0.2837,0.85
131,3.0,8,10,30,30,40,3.0,109,-9.06,11.91,-0.85,0.2752,0.8
132,3.0,8,10,30,30,55,3.0,134,-7.11,10.82,-0.48,0.2687,0.89
133,3.0,8,10,50,20,40,3.0,113,-17.75,21.95,-1.08,0.2743,0.76
134,3.0,8,10,50,20,55,3.0,141,-16.47,26.83,-0.72,0.2837,0.84
135,3.0,8,10,50,30,40,3.0,109,-14.99,19.33,-0.85,0.2752,0.8
136,3.0,8,10,50,30,55,3.0,134,-12.07,17.72,-0.48,0.2687,0.89
137,3.0,8,15,30,20,40,3.0,105,-10.48,13.69,-1.04,0.2571,0.76
138,3.0,8,15,30,20,55,3.0,123,-6.74,12.05,-0.45,0.2927,0.88
139,3.0,8,15,30,30,40,3.0,102,-11.25,14.44,-1.2,0.2549,0.72
140,3.0,8,15,30,30,55,3.0,122,-7.01,14.48,-0.47,0.2377,0.88
141,3.0,8,15,50,20,40,3.0,105,-17.2,22.02,-1.04,0.2571,0.75
142,3.0,8,15,50,20,55,3.0,123,-11.48,19.63,-0.45,0.2927,0.88
143,3.0,8,15,50,30,40,3.0,102,-18.36,23.12,-1.2,0.2549,0.72
144,3.0,8,15,50,30,55,3.0,122,-11.93,23.01,-0.47,0.2377,0.87
145,4.0,4,5,30,20,40,3.0,139,-18.17,18.64,-2.04,0.3885,0.66
146,4.0,4,5,30,20,55,3.0,186,-23.57,28.33,-2.27,0.4194,0.66
147,4.0,4,5,30,30,40,3.0,136,-17.17,17.64,-1.94,0.3971,0.67
148,4.0,4,5,30,30,55,3.0,165,-24.67,25.68,-2.77,0.3939,0.59
149,4.0,4,5,50,20,40,3.0,139,-28.71,29.38,-2.04,0.3885,0.66
150,4.0,4,5,50,20,55,3.0,186,-36.5,42.9,-2.27,0.4194,0.65
151,4.0,4,5,50,30,40,3.0,136,-27.24,27.92,-1.94,0.3971,0.67
152,4.0,4,5,50,30,55,3.0,165,-37.94,39.31,-2.77,0.3939,0.58
153,4.0,4,10,30,20,40,3.0,132,-18.0,19.13,-1.94,0.3788,0.64
154,4.0,4,10,30,20,55,3.0,173,-23.07,26.78,-2.22,0.4335,0.62
155,4.0,4,10,30,30,40,3.0,129,-17.67,18.8,-1.93,0.3798,0.64
156,4.0,4,10,30,30,55,3.0,156,-24.8,25.68,-2.69,0.3846,0.56
157,4.0,4,10,50,20,40,3.0,132,-28.5,30.1,-1.94,0.3788,0.64
158,4.0,4,10,50,20,55,3.0,173,-35.81,40.82,-2.22,0.4335,0.61
159,4.0,4,10,50,30,40,3.0,129,-28.0,29.62,-1.93,0.3798,0.64
160,4.0,4,10,50,30,55,3.0,156,-38.14,39.34,-2.69,0.3846,0.55
161,4.0,4,15,30,20,40,3.0,127,-19.35,21.26,-2.21,0.378,0.6
162,4.0,4,15,30,20,55,3.0,167,-21.44,24.71,-2.25,0.4371,0.63
163,4.0,4,15,30,30,40,3.0,124,-19.02,20.94,-2.2,0.379,0.6
164,4.0,4,15,30,30,55,3.0,148,-22.45,23.36,-2.62,0.3851,0.57
165,4.0,4,15,50,20,40,3.0,127,-30.43,33.11,-2.21,0.378,0.6
166,4.0,4,15,50,20,55,3.0,167,-33.45,37.97,-2.25,0.4371,0.62
167,4.0,4,15,50,30,40,3.0,124,-29.94,32.65,-2.2,0.379,0.6
168,4.0,4,15,50,30,55,3.0,148,-34.82,36.09,-2.62,0.3851,0.56
169,4.0,6,5,30,20,40,3.0,135,-18.87,19.14,-2.09,0.3704,0.67
170,4.0,6,5,30,20,55,3.0,167,-24.01,28.7,-2.38,0.3772,0.65
171,4.0,6,5,30,30,40,3.0,131,-18.03,18.3,-2.01,0.3664,0.67
172,4.0,6,5,30,30,55,3.0,149,-26.19,27.57,-2.95,0.3356,0.58
173,4.0,6,5,50,20,40,3.0,135,-29.75,30.14,-2.09,0.3704,0.67
174,4.0,6,5,50,20,55,3.0,167,-37.11,43.38,-2.38,0.3772,0.65
175,4.0,6,5,50,30,40,3.0,131,-28.52,28.91,-2.01,0.3664,0.67
176,4.0,6,5,50,30,55,3.0,149,-40.03,41.87,-2.95,0.3356,0.57
177,4.0,6,10,30,20,40,3.0,113,-18.29,18.56,-1.92,0.3451,0.62
178,4.0,6,10,30,20,55,3.0,138,-19.46,25.77,-1.71,0.3406,0.68
179,4.0,6,10,30,30,40,3.0,109,-18.03,18.3,-1.91,0.3303,0.62
180,4.0,6,10,30,30,55,3.0,131,-19.3,22.97,-1.75,0.3206,0.68
181,4.0,6,10,50,20,40,3.0,113,-28.94,29.33,-1.92,0.3451,0.62
182,4.0,6,10,50,20,55,3.0,138,-30.76,39.44,-1.71,0.3406,0.68
183,4.0,6,10,50,30,40,3.0,109,-28.57,28.96,-1.91,0.3303,0.61
184,4.0,6,10,50,30,55,3.0,131,-30.51,35.66,-1.75,0.3206,0.67
185,4.0,6,15,30,20,40,3.0,107,-22.28,22.54,-2.64,0.3271,0.51
186,4.0,6,15,30,20,55,3.0,136,-19.39,22.5,-1.89,0.3456,0.66
187,4.0,6,15,30,30,40,3.0,103,-21.38,21.64,-2.55,0.3204,0.52
188,4.0,6,15,30,30,55,3.0,125,-18.62,21.38,-1.9,0.32,0.65
189,4.0,6,15,50,20,40,3.0,107,-34.6,34.96,-2.64,0.3271,0.51
190,4.0,6,15,50,20,55,3.0,136,-30.57,34.91,-1.89,0.3456,0.65
191,4.0,6,15,50,30,40,3.0,103,-33.33,33.69,-2.55,0.3204,0.51
192,4.0,6,15,50,30,55,3.0,125,-29.43,33.34,-1.9,0.32,0.65
193,4.0,8,5,30,20,40,3.0,129,-12.96,14.53,-1.24,0.3953,0.78
194,4.0,8,5,30,20,55,3.0,165,-15.89,21.02,-1.39,0.4182,0.78
195,4.0,8,5,30,30,40,3.0,125,-12.66,14.85,-1.24,0.392,0.78
196,4.0,8,5,30,30,55,3.0,148,-21.66,23.12,-2.25,0.3716,0.66
197,4.0,8,5,50,20,40,3.0,129,-21.03,23.23,-1.24,0.3953,0.78
198,4.0,8,5,50,20,55,3.0,165,-25.5,32.87,-1.39,0.4182,0.78
199,4.0,8,5,50,30,40,3.0,125,-20.57,23.72,-1.24,0.392,0.78
200,4.0,8,5,50,30,55,3.0,148,-33.78,35.81,-2.25,0.3716,0.66
201,4.0,8,10,30,20,40,3.0,100,-14.14,16.19,-1.38,0.31,0.71
202,4.0,8,10,30,20,55,3.0,119,-7.83,15.12,-0.49,0.3445,0.89
203,4.0,8,10,30,30,40,3.0,96,-11.88,13.99,-1.11,0.3125,0.74
204,4.0,8,10,30,30,55,3.0,116,-6.98,11.33,-0.44,0.3362,0.9
205,4.0,8,10,50,20,40,3.0,100,-22.83,25.83,-1.38,0.31,0.71
206,4.0,8,10,50,20,55,3.0,119,-13.36,24.23,-0.49,0.3445,0.88
207,4.0,8,10,50,30,40,3.0,96,-19.42,22.55,-1.11,0.3125,0.74
208,4.0,8,10,50,30,55,3.0,116,-11.95,18.54,-0.44,0.3362,0.9
209,4.0,8,15,30,20,40,3.0,91,-12.09,13.93,-1.09,0.2967,0.74
210,4.0,8,15,30,20,55,3.0,103,-9.46,12.95,-0.73,0.3495,0.82
211,4.0,8,15,30,30,40,3.0,88,-12.41,14.25,-1.19,0.2955,0.72
212,4.0,8,15,30,30,55,3.0,101,-6.12,9.27,-0.37,0.3168,0.9
213,4.0,8,15,50,20,40,3.0,91,-19.79,22.5,-1.09,0.2967,0.74
214,4.0,8,15,50,20,55,3.0,103,-15.79,21.06,-0.73,0.3495,0.81
215,4.0,8,15,50,30,40,3.0,88,-20.24,22.94,-1.19,0.2955,0.72
216,4.0,8,15,50,30,55,3.0,101,-10.59,15.05,-0.37,0.3168,0.89
